Province,Centre,Total
,Dolbeau-Mistassini,29
,Dolbeau-Mistassini,--
,Dolbeau-Mistassini,29
,Hawkesbury,4
,Hawkesbury,4
,Joliette,95
,Joliette,393
,Joliette,43
,Joliette,156
,Joliette,687
,Lachute,172
,Lachute,172
,Matane,1
,Matane,2
,Matane,119
,Matane,--
,Matane,122
,Rivière-du-Loup,21
,Rivière-du-Loup,3
,Rivière-du-Loup,2
,Rivière-du-Loup,4
,Rivière-du-Loup,52
,Rivière-du-Loup,--
,Rivière-du-Loup,82
,Rouyn-Noranda,133
,Rouyn-Noranda,133
,Saint-Georges,215
,Saint-Georges,215
,Sainte-Marie,104
,Sainte-Marie,104
,Sept-Îles,15
,Sept-Îles,15
,Sorel-Tracy,7
,Sorel-Tracy,--
,Sorel-Tracy,169
,Sorel-Tracy,8
,Sorel-Tracy,184
,Thetford Mines,--
,Thetford Mines,2
,Thetford Mines,39
,Thetford Mines,1
,Thetford Mines,42
,Val-d'Or,99
,Val-d'Or,99
,Salaberry-de-Valleyfield,322
,Salaberry-de-Valleyfield,322
,Victoriaville,1
,Victoriaville,215
,Victoriaville,216
,Total,"41,613"
,Barrie,74
,Barrie,338
,Barrie,432
,Barrie,844
,Belleville,13
,Belleville,288
,Belleville,272
,Belleville,22
,Belleville,595
,Brantford,302
,Brantford,526
,Brantford,828
,Guelph,31
,Guelph,645
,Guelph,110
,Guelph,786
,Hamilton,510
,Hamilton,"2,396"
,Hamilton,65
,Hamilton,"2,971"
,Kingston,--
,Kingston,677
,Kingston,65
,Kingston,117
,Kingston,859
,Kitchener - Cambridge - Waterl,94
,Kitchener - Cambridge - Waterl,350
,Kitchener - Cambridge - Waterl,"1,781"
,Kitchener - Cambridge - Waterl,993
,Kitchener - Cambridge - Waterl,68
,Kitchener - Cambridge - Waterl,348
,Kitchener - Cambridge - Waterl,"3,634"
,London,94
,London,333
,London,14
,London,199
,London,59
,London,158
,London,"2,273"
,London,10
,London,"3,140"
,St. Catharines - Niagara,222
,St. Catharines - Niagara,59
,St. Catharines - Niagara,30
,St. Catharines - Niagara,148
,St. Catharines - Niagara,336
,St. Catharines - Niagara,719
,St. Catharines - Niagara,404
,St. Catharines - Niagara,90
,St. Catharines - Niagara,300
,St. Catharines - Niagara,358
,St. Catharines - Niagara,"2,666"
,Oshawa,"1,247"
,Oshawa,603
,Oshawa,615
,Oshawa,"2,465"
,Ottawa,209
,Ottawa,380
,Ottawa,"7,095"
,Ottawa,103
,Ottawa,"7,787"
,Peterborough,41
,Peterborough,62
,Peterborough,146
,Peterborough,66
,Peterborough,32
,Peterborough,347
,Greater Sudbury / Grand Sudbur,3
,Greater Sudbury / Grand Sudbur,271
,Greater Sudbury / Grand Sudbur,274
,Thunder Bay,1
,Thunder Bay,155
,Thunder Bay,18
,Thunder Bay,1
,Thunder Bay,1
,Thunder Bay,1
,Thunder Bay,3
,Thunder Bay,180
,Toronto,976
,Toronto,499
,Toronto,35
,Toronto,"3,114"
,Toronto,"1,320"
,Toronto,579
,Toronto,388
,Toronto,152
,Toronto,102
,Toronto,42
,Toronto,400
,Toronto,242
,Toronto,"17,276"
,Toronto,241
,Toronto,"1,599"
,Toronto,514
,Toronto,13
,Toronto,23
,Toronto,"1,898"
,Toronto,899
,Toronto,31
,Toronto,345
,Toronto,153
,Toronto,"30,841"
,Windsor,128
,Windsor,237
,Windsor,828
,Windsor,17
,Windsor,181
,Windsor,"1,391"
,Chatham-Kent,248
,Chatham-Kent,248
,Cornwall,58
,Cornwall,109
,Cornwall,167
,Kawartha Lakes,213
,Kawartha Lakes,213
,Norfolk,287
,Norfolk,287
,North Bay,6
,North Bay,3
,North Bay,18
,North Bay,99
,North Bay,--
,North Bay,13
,North Bay,5
,North Bay,12
,North Bay,156
,Sarnia,59
,Sarnia,66
,Sarnia,5
,Sarnia,54
,Sarnia,184
,Sault Ste. Marie,1
,Sault Ste. Marie,2
,Sault Ste. Marie,39
,Sault Ste. Marie,1
,Sault Ste. Marie,43
,Bracebridge T,49
,Bracebridge T,49
,Brighton MU,88
,Brighton MU,88
,Brock TP,260
,Brock TP,260
,Trent Hills MU,118
,Trent Hills MU,118
,Erin T,34
,Erin T,34
,Essex T,156
,Essex T,156
,Haldimand County CY,143
,Haldimand County CY,143
,Gravenhurst T,47
,Gravenhurst T,47
,Greater Napanee T,57
,Greater Napanee T,57
,Huntsville T,92
,Huntsville T,92
,Kincardine MU,62
,Kincardine MU,62
,Lambton Shores MU,58
,Lambton Shores MU,58
,Meaford MU,45
,Meaford MU,45
,North Perth MU,191
,North Perth MU,191
,Prince Edward County CY,80
,Prince Edward County CY,80
,Saugeen Shores T,227
,Saugeen Shores T,227
,South Huron MU,4
,South Huron MU,4
,South Dundas MU,2
,South Dundas MU,2
,Scugog TP,20
,Scugog TP,20
,The Nation / La Nation M,71
,The Nation / La Nation M,71
,West Nipissing / Nipissing Oue,30
,West Nipissing / Nipissing Oue,30
,West Grey MU,43
,West Grey MU,43
,Arnprior,119
,Arnprior,57
,Arnprior,176
,Brockville,4
,Brockville,21
,Brockville,54
,Brockville,79
,Carleton Place,115
,Carleton Place,631
,Carleton Place,246
,Carleton Place,992
,Centre Wellington,231
,Centre Wellington,231
,Cobourg,197
,Cobourg,197
,Collingwood,214
,Collingwood,214
,Elliot Lake,3
,Elliot Lake,3
,Hawkesbury,9
,Hawkesbury,9
,Ingersoll,52
,Ingersoll,52
,Kenora,12
,Kenora,12
,Leamington,168
,Leamington,126
,Leamington,294
,Midland,70
,Midland,44
,Midland,36
,Midland,150
,Orillia,184
,Orillia,184
,Owen Sound,44
,Owen Sound,11
,Owen Sound,55
,Pembroke,13
,Pembroke,24
,Pembroke,37
,Petawawa,80
,Petawawa,80
,Port Hope,72
,Port Hope,72
,Stratford,217
,Stratford,217
,Tillsonburg,96
,Tillsonburg,96
,Timmins,27
,Timmins,27
,Wasaga Beach,351
,Wasaga Beach,351
,Woodstock,80
,Woodstock,80
,Total,"66,391"
,Winnipeg,72
,Winnipeg,44
,Winnipeg,72
,Winnipeg,10
,Winnipeg,"4,134"
,Winnipeg,43
,Winnipeg,52
,Winnipeg,44
,Winnipeg,146
,Winnipeg,36
,Winnipeg,--
,Winnipeg,--
,Winnipeg,"4,653"
,Brandon,3
,Brandon,4
,Brandon,2
,Brandon,225
,Brandon,1
,Brandon,235
,Hanover RM,131
,Hanover RM,131
,St. Andrews RM,31
,St. Andrews RM,31
,Selkirk CY,54
,Selkirk CY,54
,Portage la Prairie,98
,Portage la Prairie,98
,Steinbach,196
,Steinbach,196
,Thompson,2
,Thompson,2
,Winkler,11
,Winkler,43
,Winkler,28
,Winkler,82
,Total,"5,482"
,Regina,5
,Regina,--
,Regina,2
,Regina,--
,Regina,1
,Regina,543
,Regina,--
,Regina,4
,Regina,16
,Regina,24
,Regina,4
,Regina,1
,Regina,1
,Regina,--
,Regina,6
,Regina,--
,Regina,--
,Regina,2
,Regina,609
,Saskatoon,1
,Saskatoon,--
,Saskatoon,1
,Saskatoon,2
,Saskatoon,58
,Saskatoon,"1,299"
,Saskatoon,--
,Saskatoon,47
,Saskatoon,11
,Saskatoon,20
,Saskatoon,--
,Saskatoon,--
,Saskatoon,--
,Saskatoon,1
,Saskatoon,1
,Saskatoon,1
,Saskatoon,--
,Saskatoon,--
,Saskatoon,1
,Saskatoon,--
,Saskatoon,--
,Saskatoon,--
,Saskatoon,1
,Saskatoon,7
,Saskatoon,--
,Saskatoon,"1,451"
,Estevan,--
,Estevan,5
,Estevan,2
,Estevan,7
,Lloydminster,2
,Lloydminster,--
,Lloydminster,--
,Lloydminster,17
,Lloydminster,19
,Moose Jaw,--
,Moose Jaw,28
,Moose Jaw,28
,North Battleford,4
,North Battleford,--
,North Battleford,1
,North Battleford,7
,North Battleford,12
,Prince Albert,6
,Prince Albert,46
,Prince Albert,4
,Prince Albert,--
,Prince Albert,--
,Prince Albert,3
,Prince Albert,--
,Prince Albert,59
,Swift Current,5
,Swift Current,2
,Swift Current,7
,Weyburn,3
,Weyburn,3
,Yorkton,1
,Yorkton,6
,Yorkton,1
,Yorkton,--
,Yorkton,8
,Total,"2,203"
,Calgary,143
,Calgary,"9,126"
,Calgary,173
,Calgary,380
,Calgary,844
,Calgary,--
,Calgary,--
,Calgary,39
,Calgary,--
,Calgary,"10,705"
,Edmonton,--
,Edmonton,71
,Edmonton,183
,Edmonton,301
,Edmonton,7
,Edmonton,18
,Edmonton,1
,Edmonton,--
,Edmonton,--
,Edmonton,2
,Edmonton,--
,Edmonton,78
,Edmonton,--
,Edmonton,1
,Edmonton,--
,Edmonton,--
,Edmonton,1
,Edmonton,--
,Edmonton,4
,Edmonton,32
,Edmonton,217
,Edmonton,280
,Edmonton,175
,Edmonton,75
,Edmonton,"9,317"
,Edmonton,556
,Edmonton,6
,Edmonton,1
,Edmonton,2
,Edmonton,33
,Edmonton,2
,Edmonton,--
,Edmonton,"11,363"
,Lethbridge,25
,Lethbridge,420
,Lethbridge,16
,Lethbridge,13
,Lethbridge,--
,Lethbridge,4
,Lethbridge,20
,Lethbridge,498
,Grande Prairie,191
,Grande Prairie,191
,Medicine Hat,23
,Medicine Hat,80
,Medicine Hat,5
,Medicine Hat,108
,Red Deer,111
,Red Deer,111
,Wood Buffalo,192
,Wood Buffalo,--
,Wood Buffalo,192
,Bonnyville No. 87 MD,22
,Bonnyville No. 87 MD,22
,Clearwater County MD,35
,Clearwater County MD,35
,Foothills County MD,72
,Foothills County MD,72
,Grande Prairie County No. 1 MD,118
,Grande Prairie County No. 1 MD,118
,Lacombe County MD,48
,Lacombe County MD,48
,Lac Ste. Anne County MD,59
,Lac Ste. Anne County MD,59
,Mackenzie County SM,103
,Mackenzie County SM,103
,Mountain View County MD,37
,Mountain View County MD,37
,Red Deer County MD,75
,Red Deer County MD,75
,Wetaskiwin County No. 10 MD,47
,Wetaskiwin County No. 10 MD,47
,Yellowhead County MD,48
,Yellowhead County MD,48
,Whitecourt T,7
,Whitecourt T,7
,Brooks,15
,Brooks,9
,Brooks,--
,Brooks,--
,Brooks,--
,Brooks,24
,Camrose,49
,Camrose,49
,Canmore,232
,Canmore,232
,Cold Lake,27
,Cold Lake,27
,High River,53
,High River,53
,Lacombe,144
,Lacombe,144
,Lloydminster,17
,Lloydminster,17
,Okotoks,172
,Okotoks,172
,Strathmore,22
,Strathmore,22
,Sylvan Lake,2
,Sylvan Lake,154
,Sylvan Lake,1
,Sylvan Lake,157
,Wetaskiwin,45
,Wetaskiwin,45
,Total,"24,781"
,Abbotsford - Mission,903
,Abbotsford - Mission,138
,Abbotsford - Mission,--
,Abbotsford - Mission,"1,041"
,Kelowna,"1,512"
,Kelowna,12
,Kelowna,189
,Kelowna,36
,Kelowna,11
,Kelowna,445
,Kelowna,18
,Kelowna,"2,223"
,Vancouver,"1,187"
,Vancouver,396
,Vancouver,"3,847"
,Vancouver,151
,Vancouver,553
,Vancouver,"1,899"
,Vancouver,588
,Vancouver,"5,578"
,Vancouver,"4,463"
,Vancouver,661
,Vancouver,"1,433"
,Vancouver,4
,Vancouver,10
,Vancouver,265
,Vancouver,88
,Vancouver,839
,Vancouver,754
,Vancouver,168
,Vancouver,14
,Vancouver,2
,Vancouver,111
,Vancouver,933
,Vancouver,95
,Vancouver,"24,039"
,Victoria,75
,Victoria,95
,Victoria,80
,Victoria,392
,Victoria,67
,Victoria,764
,Victoria,84
,Victoria,219
,Victoria,11
,Victoria,"1,710"
,Victoria,239
,Victoria,2
,Victoria,167
,Victoria,26
,Victoria,113
,Victoria,"4,044"
,Chilliwack,782
,Chilliwack,48
,Chilliwack,13
,Chilliwack,17
,Chilliwack,29
,Chilliwack,2
,Chilliwack,173
,Chilliwack,"1,064"
,Courtenay,14
,Courtenay,388
,Courtenay,32
,Courtenay,31
,Courtenay,--
,Courtenay,465
,Kamloops,8
,Kamloops,14
,Kamloops,596
,Kamloops,2
,Kamloops,84
,Kamloops,4
,Kamloops,17
,Kamloops,725
,Nanaimo,939
,Nanaimo,26
,Nanaimo,21
,Nanaimo,46
,Nanaimo,--
,Nanaimo,"1,032"
,Prince George,405
,Prince George,16
,Prince George,17
,Prince George,18
,Prince George,2
,Prince George,3
,Prince George,461
,Vernon,37
,Vernon,436
,Vernon,9
,Vernon,25
,Vernon,--
,Vernon,507
,Saltspring Island RDA,40
,Saltspring Island RDA,40
,Sechelt DM,35
,Sechelt DM,35
,Summerland DM,128
,Summerland DM,128
,Whistler DM,37
,Whistler DM,37
,Campbell River,256
,Campbell River,12
,Campbell River,268
,Cranbrook,86
,Cranbrook,17
,Cranbrook,103
,Dawson Creek,7
,Dawson Creek,7
,Duncan,321
,Duncan,3
,Duncan,19
,Duncan,9
,Duncan,--
,Duncan,352
,Fort St. John,1
,Fort St. John,45
,Fort St. John,3
,Fort St. John,49
,Nelson,29
,Nelson,--
,Nelson,--
,Nelson,29
,Parksville,359
,Parksville,39
,Parksville,45
,Parksville,443
,Penticton,369
,Penticton,20
,Penticton,2
,Penticton,4
,Penticton,395
,Port Alberni,133
,Port Alberni,6
,Port Alberni,9
,Port Alberni,10
,Port Alberni,5
,Port Alberni,163
,Powell River,135
,Powell River,--
,Powell River,--
,Powell River,135
,Prince Rupert,1
,Prince Rupert,7
,Prince Rupert,8
,Quesnel,37
,Quesnel,6
,Quesnel,8
,Quesnel,--
,Quesnel,4
,Quesnel,3
,Quesnel,58
,Salmon Arm,156
,Salmon Arm,156
,Squamish,596
,Squamish,596
,Terrace,39
,Terrace,2
,Terrace,41
,Williams Lake,13
,Williams Lake,8
,Williams Lake,12
,Williams Lake,33
,Total,"38,677"
,Total,"186,766"
,St. John's,85
,St. John's,35
,St. John's,5
,St. John's,12
,St. John's,14
,St. John's,11
,St. John's,--
,St. John's,99
,St. John's,188
,St. John's,31
,St. John's,1
,St. John's,--
,St. John's,3
,St. John's,484
,Bay Roberts,2
,Bay Roberts,--
,Bay Roberts,7
,Bay Roberts,12
,Bay Roberts,--
,Bay Roberts,21
,Corner Brook,--
,Corner Brook,1
,Corner Brook,27
,Corner Brook,--
,Corner Brook,7
,Corner Brook,6
,Corner Brook,5
,Corner Brook,--
,Corner Brook,2
,Corner Brook,1
,Corner Brook,3
,Corner Brook,2
,Corner Brook,54
,Gander,--
,Gander,19
,Gander,--
,Gander,--
,Gander,19
,Grand Falls-Windsor,18
,Grand Falls-Windsor,18
,Total,596
,Charlottetown,34
,Charlottetown,--
,Charlottetown,1
,Charlottetown,5
,Charlottetown,--
,Charlottetown,--
,Charlottetown,3
,Charlottetown,--
,Charlottetown,1
,Charlottetown,9
,Charlottetown,21
,Charlottetown,2
,Charlottetown,--
,Charlottetown,2
,Charlottetown,4
,Charlottetown,8
,Charlottetown,2
,Charlottetown,16
,Charlottetown,--
,Charlottetown,2
,Charlottetown,19
,Charlottetown,5
,Charlottetown,18
,Charlottetown,--
,Charlottetown,5
,Charlottetown,--
,Charlottetown,12
,Charlottetown,524
,Charlottetown,58
,Charlottetown,125
,Charlottetown,876
,Summerside,2
,Summerside,--
,Summerside,6
,Summerside,243
,Summerside,7
,Summerside,258
,Total,"1,134"
,Halifax,"2,950"
,Halifax,"2,950"
,Cape Breton,164
,Cape Breton,164
,Chester MD,34
,Chester MD,34
,East Hants MD,154
,East Hants MD,154
,"Kings, Subd. A SC",138
,"Kings, Subd. A SC",138
,Lunenburg MD,155
,Lunenburg MD,155
,Queens RGM,42
,Queens RGM,42
,West Hants MD,105
,West Hants MD,105
,Kentville,31
,Kentville,87
,Kentville,57
,Kentville,175
,New Glasgow,19
,New Glasgow,1
,New Glasgow,2
,New Glasgow,31
,New Glasgow,29
,New Glasgow,--
,New Glasgow,82
,Truro,37
,Truro,23
,Truro,107
,Truro,167
,Total,"4,166"
,Moncton,--
,Moncton,4
,Moncton,2
,Moncton,17
,Moncton,109
,Moncton,--
,Moncton,1
,Moncton,1
,Moncton,21
,Moncton,61
,Moncton,491
,Moncton,7
,Moncton,317
,Moncton,3
,Moncton,"1,034"
,Saint John,4
,Saint John,--
,Saint John,13
,Saint John,78
,Saint John,4
,Saint John,5
,Saint John,1
,Saint John,3
,Saint John,12
,Saint John,48
,Saint John,1
,Saint John,4
,Saint John,14
,Saint John,12
,Saint John,7
,Saint John,6
,Saint John,7
,Saint John,91
,Saint John,310
,Fredericton,--
,Fredericton,1
,Fredericton,50
,Fredericton,5
,Fredericton,15
,Fredericton,8
,Fredericton,5
,Fredericton,1
,Fredericton,19
,Fredericton,--
,Fredericton,5
,Fredericton,12
,Fredericton,--
,Fredericton,29
,Fredericton,365
,Fredericton,515
,Tracadie MRM,18
,Tracadie MRM,18
,Bathurst,6
,Bathurst,7
,Bathurst,12
,Bathurst,2
,Bathurst,4
,Bathurst,15
,Bathurst,7
,Bathurst,53
,Campbellton,4
,Campbellton,2
,Campbellton,3
,Campbellton,4
,Campbellton,1
,Campbellton,14
,Edmundston,--
,Edmundston,2
,Edmundston,--
,Edmundston,2
,Edmundston,3
,Edmundston,19
,Edmundston,2
,Edmundston,28
,Miramichi,2
,Miramichi,--
,Miramichi,--
,Miramichi,1
,Miramichi,--
,Miramichi,2
,Miramichi,--
,Miramichi,30
,Miramichi,35
,Total,"2,007"
,Saguenay,506
,Saguenay,10
,Saguenay,4
,Saguenay,8
,Saguenay,46
,Saguenay,26
,Saguenay,3
,Saguenay,4
,Saguenay,3
,Saguenay,610
,Montréal,250
,Montréal,58
,Montréal,14
,Montréal,532
,Montréal,33
,Montréal,178
,Montréal,97
,Montréal,39
,Montréal,28
,Montréal,110
,Montréal,114
,Montréal,122
,Montréal,"1,313"
,Montréal,142
,Montréal,13
,Montréal,46
,Montréal,"1,685"
,Montréal,128
,Montréal,94
,Montréal,56
,Montréal,1
,Montréal,62
,Montréal,205
,Montréal,3
,Montréal,137
,Montréal,22
,Montréal,410
,Montréal,587
,Montréal,623
,Montréal,"1,747"
,Montréal,123
,Montréal,"7,219"
,Montréal,5
,Montréal,--
,Montréal,239
,Montréal,2
,Montréal,2
,Montréal,22
,Montréal,--
,Montréal,322
,Montréal,3
,Montréal,11
,Montréal,1
,Montréal,55
,Montréal,4
,Montréal,2
,Montréal,8
,Montréal,154
,Montréal,83
,Montréal,285
,Montréal,111
,Montréal,71
,Montréal,401
,Montréal,4
,Montréal,168
,Montréal,257
,Montréal,10
,Montréal,177
,Montréal,78
,Montréal,114
,Montréal,73
,Montréal,20
,Montréal,17
,Montréal,23
,Montréal,51
,Montréal,65
,Montréal,--
,Montréal,462
,Montréal,6
,Montréal,3
,Montréal,75
,Montréal,116
,Montréal,168
,Montréal,72
,Montréal,253
,Montréal,1
,Montréal,49
,Montréal,34
,Montréal,5
,Montréal,284
,Montréal,127
,Montréal,321
,Montréal,37
,Montréal,4
,Montréal,81
,Montréal,116
,Montréal,806
,Montréal,163
,Montréal,941
,Montréal,69
,Montréal,"23,222"
,Gatineau,13
,Gatineau,1
,Gatineau,4
,Gatineau,2
,Gatineau,--
,Gatineau,5
,Gatineau,"2,201"
,Gatineau,65
,Gatineau,10
,Gatineau,140
,Gatineau,99
,Gatineau,238
,Gatineau,19
,Gatineau,50
,Gatineau,5
,Gatineau,"2,852"
,Québec,31
,Québec,24
,Québec,4
,Québec,--
,Québec,8
,Québec,3
,Québec,4
,Québec,3
,Québec,62
,Québec,26
,Québec,118
,Québec,79
,Québec,41
,Québec,--
,Québec,75
,Québec,12
,Québec,2
,Québec,99
,Québec,49
,Québec,97
,Québec,--
,Québec,"4,295"
,Québec,13
,Québec,396
,Québec,"1,517"
,Québec,21
,Québec,14
,Québec,24
,Québec,"7,017"
,Sherbrooke,21
,Sherbrooke,14
,Sherbrooke,51
,Sherbrooke,6
,Sherbrooke,"1,733"
,Sherbrooke,7
,Sherbrooke,9
,Sherbrooke,5
,Sherbrooke,10
,Sherbrooke,258
,Sherbrooke,80
,Sherbrooke,"2,194"
,Trois-Rivières,639
,Trois-Rivières,4
,Trois-Rivières,--
,Trois-Rivières,16
,Trois-Rivières,154
,Trois-Rivières,3
,Trois-Rivières,816
,Drummondville,--
,Drummondville,7
,Drummondville,12
,Drummondville,4
,Drummondville,11
,Drummondville,787
,Drummondville,22
,Drummondville,12
,Drummondville,1
,Drummondville,1
,Drummondville,3
,Drummondville,860
,Granby,356
,Granby,15
,Granby,610
,Granby,68
,Granby,2
,Granby,"1,051"
,Rimouski,9
,Rimouski,4
,Rimouski,104
,Rimouski,3
,Rimouski,2
,Rimouski,122
,Saint-Hyacinthe,683
,Saint-Hyacinthe,29
,Saint-Hyacinthe,2
,Saint-Hyacinthe,714
,Shawinigan,250
,Shawinigan,20
,Shawinigan,270
,Amos V,47
,Amos V,47
,Gaspé V,63
,Gaspé V,63
,La Tuque V,13
,La Tuque V,13
,Les Îles-de-la-Madeleine MÉ,83
,Les Îles-de-la-Madeleine MÉ,83
,Marieville V,90
,Marieville V,90
,Montmagny V,45
,Montmagny V,45
,Mont-Laurier V,135
,Mont-Laurier V,135
,Prévost V,45
,Prévost V,45
,Rawdon MÉ,202
,Rawdon MÉ,202
,Roberval V,27
,Roberval V,27
,Sainte-Adèle V,332
,Sainte-Adèle V,332
,Sainte-Agathe-des-Monts V,122
,Sainte-Agathe-des-Monts V,122
,Sainte-Sophie MÉ,219
,Sainte-Sophie MÉ,219
,Saint-Félicien V,50
,Saint-Félicien V,50
,Saint-Raymond V,134
,Saint-Raymond V,134
,Saint-Sauveur V,143
,Saint-Sauveur V,143
,Alma,94
,Alma,14
,Alma,108
,Baie-Comeau,1
,Baie-Comeau,--
,Baie-Comeau,--
,Baie-Comeau,--
,Baie-Comeau,--
,Baie-Comeau,1
,Campbellton,2
,Campbellton,2
,Cowansville,459
,Cowansville,459
,Dolbeau-Mistassini,--
,Dolbeau-Mistassini,12
,Dolbeau-Mistassini,1
,Dolbeau-Mistassini,13
,Hawkesbury,4
,Hawkesbury,4
,Joliette,103
,Joliette,92
,Joliette,30
,Joliette,161
,Joliette,386
,Lachute,214
,Lachute,214
,Matane,1
,Matane,2
,Matane,21
,Matane,23
,Matane,47
,Rivière-du-Loup,34
,Rivière-du-Loup,2
,Rivière-du-Loup,3
,Rivière-du-Loup,4
,Rivière-du-Loup,161
,Rivière-du-Loup,11
,Rivière-du-Loup,215
,Rouyn-Noranda,164
,Rouyn-Noranda,164
,Saint-Georges,271
,Saint-Georges,271
,Sainte-Marie,256
,Sainte-Marie,256
,Sept-Îles,30
,Sept-Îles,30
,Sorel-Tracy,8
,Sorel-Tracy,--
,Sorel-Tracy,131
,Sorel-Tracy,11
,Sorel-Tracy,150
,Thetford Mines,1
,Thetford Mines,19
,Thetford Mines,49
,Thetford Mines,2
,Thetford Mines,71
,Val-d'Or,157
,Val-d'Or,157
,Salaberry-de-Valleyfield,408
,Salaberry-de-Valleyfield,408
,Victoriaville,4
,Victoriaville,241
,Victoriaville,245
,Total,"44,679"
,Barrie,138
,Barrie,203
,Barrie,465
,Barrie,806
,Belleville,19
,Belleville,270
,Belleville,186
,Belleville,49
,Belleville,524
,Brantford,592
,Brantford,506
,Brantford,"1,098"
,Guelph,40
,Guelph,790
,Guelph,69
,Guelph,899
,Hamilton,747
,Hamilton,"2,070"
,Hamilton,186
,Hamilton,"3,003"
,Kingston,7
,Kingston,348
,Kingston,59
,Kingston,161
,Kingston,575
,Kitchener - Cambridge - Waterl,74
,Kitchener - Cambridge - Waterl,453
,Kitchener - Cambridge - Waterl,"2,689"
,Kitchener - Cambridge - Waterl,"1,046"
,Kitchener - Cambridge - Waterl,19
,Kitchener - Cambridge - Waterl,226
,Kitchener - Cambridge - Waterl,"4,507"
,London,174
,London,345
,London,57
,London,340
,London,125
,London,256
,London,"2,508"
,London,10
,London,"3,815"
,St. Catharines - Niagara,257
,St. Catharines - Niagara,29
,St. Catharines - Niagara,28
,St. Catharines - Niagara,95
,St. Catharines - Niagara,373
,St. Catharines - Niagara,400
,St. Catharines - Niagara,385
,St. Catharines - Niagara,119
,St. Catharines - Niagara,241
,St. Catharines - Niagara,387
,St. Catharines - Niagara,"2,314"
,Oshawa,"1,185"
,Oshawa,544
,Oshawa,760
,Oshawa,"2,489"
,Ottawa,253
,Ottawa,308
,Ottawa,"7,938"
,Ottawa,136
,Ottawa,"8,635"
,Peterborough,41
,Peterborough,73
,Peterborough,323
,Peterborough,45
,Peterborough,13
,Peterborough,495
,Greater Sudbury / Grand Sudbur,8
,Greater Sudbury / Grand Sudbur,289
,Greater Sudbury / Grand Sudbur,297
,Thunder Bay,8
,Thunder Bay,108
,Thunder Bay,18
,Thunder Bay,2
,Thunder Bay,2
,Thunder Bay,4
,Thunder Bay,9
,Thunder Bay,151
,Toronto,515
,Toronto,158
,Toronto,35
,Toronto,"2,542"
,Toronto,"1,291"
,Toronto,941
,Toronto,432
,Toronto,278
,Toronto,242
,Toronto,111
,Toronto,367
,Toronto,195
,Toronto,"20,270"
,Toronto,"3,368"
,Toronto,"1,598"
,Toronto,409
,Toronto,8
,Toronto,124
,Toronto,"1,824"
,Toronto,"1,229"
,Toronto,163
,Toronto,195
,Toronto,428
,Toronto,"36,723"
,Windsor,153
,Windsor,187
,Windsor,374
,Windsor,54
,Windsor,301
,Windsor,"1,069"
,Chatham-Kent,432
,Chatham-Kent,432
,Cornwall,40
,Cornwall,122
,Cornwall,162
,Kawartha Lakes,219
,Kawartha Lakes,219
,Norfolk,433
,Norfolk,433
,North Bay,8
,North Bay,12
,North Bay,18
,North Bay,97
,North Bay,--
,North Bay,13
,North Bay,4
,North Bay,2
,North Bay,154
,Sarnia,77
,Sarnia,103
,Sarnia,3
,Sarnia,91
,Sarnia,274
,Sault Ste. Marie,2
,Sault Ste. Marie,12
,Sault Ste. Marie,63
,Sault Ste. Marie,2
,Sault Ste. Marie,79
,Bracebridge T,169
,Bracebridge T,169
,Brighton MU,107
,Brighton MU,107
,Brock TP,21
,Brock TP,21
,Trent Hills MU,98
,Trent Hills MU,98
,Erin T,33
,Erin T,33
,Essex T,78
,Essex T,78
,Haldimand County CY,238
,Haldimand County CY,238
,Gravenhurst T,82
,Gravenhurst T,82
,Greater Napanee T,32
,Greater Napanee T,32
,Huntsville T,175
,Huntsville T,175
,Kincardine MU,107
,Kincardine MU,107
,Lambton Shores MU,147
,Lambton Shores MU,147
,Meaford MU,147
,Meaford MU,147
,North Perth MU,162
,North Perth MU,162
,Prince Edward County CY,133
,Prince Edward County CY,133
,Saugeen Shores T,218
,Saugeen Shores T,218
,South Huron MU,16
,South Huron MU,16
,South Dundas MU,14
,South Dundas MU,14
,Scugog TP,23
,Scugog TP,23
,The Nation / La Nation M,69
,The Nation / La Nation M,69
,West Nipissing / Nipissing Oue,70
,West Nipissing / Nipissing Oue,70
,West Grey MU,117
,West Grey MU,117
,Arnprior,222
,Arnprior,57
,Arnprior,279
,Brockville,18
,Brockville,11
,Brockville,21
,Brockville,50
,Carleton Place,113
,Carleton Place,349
,Carleton Place,192
,Carleton Place,654
,Centre Wellington,279
,Centre Wellington,279
,Cobourg,53
,Cobourg,53
,Collingwood,352
,Collingwood,352
,Elliot Lake,4
,Elliot Lake,4
,Hawkesbury,25
,Hawkesbury,25
,Ingersoll,99
,Ingersoll,99
,Kenora,64
,Kenora,64
,Leamington,61
,Leamington,234
,Leamington,295
,Midland,157
,Midland,44
,Midland,50
,Midland,251
,Orillia,168
,Orillia,168
,Owen Sound,79
,Owen Sound,92
,Owen Sound,171
,Pembroke,36
,Pembroke,19
,Pembroke,55
,Petawawa,48
,Petawawa,48
,Port Hope,114
,Port Hope,114
,Stratford,277
,Stratford,277
,Tillsonburg,432
,Tillsonburg,432
,Timmins,26
,Timmins,26
,Wasaga Beach,320
,Wasaga Beach,320
,Woodstock,689
,Woodstock,689
,Total,"76,114"
,Winnipeg,69
